Property_ID,Date,Region,SquareFeet,Occupancy_Count,Occupancy_Rate,Underutilized,Lease_Start,Lease_End,Property_Name,Days_Until_Lease_End,Lease_At_Risk,Monthly_Rent,Revenue_At_Risk,Renewal_Probability
PROP_1007,2025-06-05,Midwest,57280,244,0.64,False,2021-01-25,2023-01-23,Oakridge Exchange,-866,False,112805.04,40609.81,0.6
PROP_1007,2025-06-06,Midwest,57280,58,0.15,True,2021-01-25,2023-01-23,Oakridge Exchange,-866,True,112805.04,95884.28,0.22
PROP_1007,2025-06-07,Midwest,57280,324,0.85,False,2021-01-25,2023-01-23,Oakridge Exchange,-866,False,112805.04,16920.76,0.71
PROP_1008,2025-06-01,Midwest,89459,160,0.27,True,2020-10-17,2021-11-24,Union Commons,-1291,True,176177.14,128609.31,0.26
PROP_1008,2025-06-02,Midwest,89459,205,0.34,True,2020-10-17,2021-11-24,Union Commons,-1291,True,176177.14,116276.91,0.27
PROP_1008,2025-06-03,Midwest,89459,11,0.02,True,2020-10-17,2021-11-24,Union Commons,-1291,True,176177.14,172653.6,0.42
PROP_1008,2025-06-04,Midwest,89459,489,0.82,False,2020-10-17,2021-11-24,Union Commons,-1291,False,176177.14,31711.89,0.89
PROP_1008,2025-06-05,Midwest,89459,275,0.46,False,2020-10-17,2021-11-24,Union Commons,-1291,False,176177.14,95135.66,0.57
PROP_1008,2025-06-06,Midwest,89459,241,0.4,False,2020-10-17,2021-11-24,Union Commons,-1291,False,176177.14,105706.28,0.69
PROP_1008,2025-06-07,Midwest,89459,215,0.36,True,2020-10-17,2021-11-24,Union Commons,-1291,True,176177.14,112753.37,0.25
PROP_1009,2025-06-01,West,26779,42,0.24,True,2020-09-23,2023-02-01,Oakridge Plaza,-857,True,52737.54,40080.53,0.43
PROP_1009,2025-06-02,West,26779,125,0.7,False,2020-09-23,2023-02-01,Oakridge Plaza,-857,False,52737.54,15821.26,0.51
PROP_1009,2025-06-03,West,26779,49,0.28,True,2020-09-23,2023-02-01,Oakridge Plaza,-857,True,52737.54,37971.03,0.22
PROP_1009,2025-06-04,West,26779,28,0.16,True,2020-09-23,2023-02-01,Oakridge Plaza,-857,True,52737.54,44299.53,0.39
PROP_1009,2025-06-05,West,26779,38,0.21,True,2020-09-23,2023-02-01,Oakridge Plaza,-857,True,52737.54,41662.66,0.31
PROP_1009,2025-06-06,West,26779,170,0.96,False,2020-09-23,2023-02-01,Oakridge Plaza,-857,False,52737.54,2109.5,0.63
PROP_1009,2025-06-07,West,26779,177,0.99,False,2020-09-23,2023-02-01,Oakridge Plaza,-857,False,52737.54,527.38,0.88
PROP_1010,2025-06-01,Southwest,73932,406,0.83,False,2021-12-05,2026-09-07,Lakeside Tower,457,False,145598.86,24751.81,0.74
PROP_1010,2025-06-02,Southwest,73932,427,0.87,False,2021-12-05,2026-09-07,Lakeside Tower,457,False,145598.86,18927.85,0.67
PROP_1010,2025-06-03,Southwest,73932,293,0.6,False,2021-12-05,2026-09-07,Lakeside Tower,457,False,145598.86,58239.54,0.78
PROP_1010,2025-06-04,Southwest,73932,339,0.69,False,2021-12-05,2026-09-07,Lakeside Tower,457,False,145598.86,45135.65,0.51
PROP_1010,2025-06-05,Southwest,73932,150,0.3,True,2021-12-05,2026-09-07,Lakeside Tower,457,False,145598.86,101919.2,0.56
PROP_1010,2025-06-06,Southwest,73932,383,0.78,False,2021-12-05,2026-09-07,Lakeside Tower,457,False,145598.86,32031.75,0.83
PROP_1010,2025-06-07,Southwest,73932,125,0.25,True,2021-12-05,2026-09-07,Lakeside Tower,457,False,145598.86,109199.14,0.61
PROP_1011,2025-06-01,Midwest,82936,307,0.56,False,2020-08-08,2024-04-15,Greenwood Square,-418,False,163330.99,71865.64,0.77
PROP_1011,2025-06-02,Midwest,82936,335,0.61,False,2020-08-08,2024-04-15,Greenwood Square,-418,False,163330.99,63699.09,0.67
PROP_1011,2025-06-03,Midwest,82936,374,0.68,False,2020-08-08,2024-04-15,Greenwood Square,-418,False,163330.99,52265.92,0.88
PROP_1011,2025-06-04,Midwest,82936,7,0.01,True,2020-08-08,2024-04-15,Greenwood Square,-418,True,163330.99,161697.68,0.49
PROP_1011,2025-06-05,Midwest,82936,340,0.62,False,2020-08-08,2024-04-15,Greenwood Square,-418,False,163330.99,62065.78,0.9
PROP_1011,2025-06-06,Midwest,82936,128,0.23,True,2020-08-08,2024-04-15,Greenwood Square,-418,True,163330.99,125764.86,0.45
PROP_1011,2025-06-07,Midwest,82936,351,0.64,False,2020-08-08,2024-04-15,Greenwood Square,-418,False,163330.99,58799.16,0.59
PROP_1012,2025-06-01,West,34466,101,0.44,False,2018-10-16,2022-04-23,Bayview Tower,-1141,False,67876.02,38010.57,0.71
PROP_1012,2025-06-02,West,34466,4,0.02,True,2018-10-16,2022-04-23,Bayview Tower,-1141,True,67876.02,66518.5,0.2
PROP_1012,2025-06-03,West,34466,85,0.37,True,2018-10-16,2022-04-23,Bayview Tower,-1141,True,67876.02,42761.89,0.18
PROP_1012,2025-06-04,West,34466,174,0.76,False,2018-10-16,2022-04-23,Bayview Tower,-1141,False,67876.02,16290.24,0.75
PROP_1012,2025-06-05,West,34466,33,0.14,True,2018-10-16,2022-04-23,Bayview Tower,-1141,True,67876.02,58373.38,0.34
PROP_1012,2025-06-06,West,34466,192,0.84,False,2018-10-16,2022-04-23,Bayview Tower,-1141,False,67876.02,10860.16,0.95
PROP_1012,2025-06-07,West,34466,54,0.24,True,2018-10-16,2022-04-23,Bayview Tower,-1141,True,67876.02,51585.78,0.33
PROP_1013,2025-06-01,Southeast,46939,118,0.38,True,2021-07-01,2026-05-21,Greenwood Commerce Center,348,False,92439.87,57312.72,0.62
PROP_1013,2025-06-02,Southeast,46939,217,0.7,False,2021-07-01,2026-05-21,Greenwood Commerce Center,348,False,92439.87,27731.96,0.55
PROP_1013,2025-06-03,Southeast,46939,113,0.36,True,2021-07-01,2026-05-21,Greenwood Commerce Center,348,False,92439.87,59161.52,0.91
PROP_1013,2025-06-04,Southeast,46939,144,0.46,False,2021-07-01,2026-05-21,Greenwood Commerce Center,348,False,92439.87,49917.53,0.85
PROP_1013,2025-06-05,Southeast,46939,25,0.08,True,2021-07-01,2026-05-21,Greenwood Commerce Center,348,False,92439.87,85044.68,0.87
PROP_1013,2025-06-06,Southeast,46939,135,0.43,False,2021-07-01,2026-05-21,Greenwood Commerce Center,348,False,92439.87,52690.73,0.91
PROP_1013,2025-06-07,Southeast,46939,302,0.97,False,2021-07-01,2026-05-21,Greenwood Commerce Center,348,False,92439.87,2773.2,0.74
PROP_1014,2025-06-01,Southwest,79896,344,0.65,False,2018-07-15,2021-07-05,Northgate Tech Park,-1433,False,157344.13,55070.45,0.7
PROP_1014,2025-06-02,Southwest,79896,0,0.0,True,2018-07-15,2021-07-05,Northgate Tech Park,-1433,True,157344.13,157344.13,0.48
PROP_1014,2025-06-03,Southwest,79896,146,0.27,True,2018-07-15,2021-07-05,Northgate Tech Park,-1433,True,157344.13,114861.21,0.16
PROP_1014,2025-06-04,Southwest,79896,286,0.54,False,2018-07-15,2021-07-05,Northgate Tech Park,-1433,False,157344.13,72378.3,0.7
PROP_1014,2025-06-05,Southwest,79896,52,0.1,True,2018-07-15,2021-07-05,Northgate Tech Park,-1433,True,157344.13,141609.72,0.23
PROP_1014,2025-06-06,Southwest,79896,303,0.57,False,2018-07-15,2021-07-05,Northgate Tech Park,-1433,False,157344.13,67657.98,0.92
PROP_1014,2025-06-07,Southwest,79896,68,0.13,True,2018-07-15,2021-07-05,Northgate Tech Park,-1433,True,157344.13,136889.39,0.35
PROP_1015,2025-06-01,Southeast,45270,89,0.3,True,2019-08-21,2023-11-17,Bayview Commerce Center,-568,True,89153.01,62407.11,0.39
PROP_1015,2025-06-02,Southeast,45270,219,0.73,False,2019-08-21,2023-11-17,Bayview Commerce Center,-568,False,89153.01,24071.31,0.84
PROP_1015,2025-06-03,Southeast,45270,191,0.63,False,2019-08-21,2023-11-17,Bayview Commerce Center,-568,False,89153.01,32986.61,0.81
PROP_1015,2025-06-04,Southeast,45270,62,0.21,True,2019-08-21,2023-11-17,Bayview Commerce Center,-568,True,89153.01,70430.88,0.45
PROP_1015,2025-06-05,Southeast,45270,72,0.24,True,2019-08-21,2023-11-17,Bayview Commerce Center,-568,True,89153.01,67756.29,0.36
PROP_1015,2025-06-06,Southeast,45270,160,0.53,False,2019-08-21,2023-11-17,Bayview Commerce Center,-568,False,89153.01,41901.91,0.81
PROP_1015,2025-06-07,Southeast,45270,168,0.56,False,2019-08-21,2023-11-17,Bayview Commerce Center,-568,False,89153.01,39227.32,0.83
PROP_1016,2025-06-01,Southwest,69163,88,0.19,True,2022-03-26,2023-04-10,Lakeside Commerce Center,-789,True,136206.97,110327.65,0.35
PROP_1016,2025-06-02,Southwest,69163,175,0.38,True,2022-03-26,2023-04-10,Lakeside Commerce Center,-789,True,136206.97,84448.32,0.23
PROP_1016,2025-06-03,Southwest,69163,268,0.58,False,2022-03-26,2023-04-10,Lakeside Commerce Center,-789,False,136206.97,57206.93,0.54
PROP_1016,2025-06-04,Southwest,69163,72,0.16,True,2022-03-26,2023-04-10,Lakeside Commerce Center,-789,True,136206.97,114413.85,0.25
PROP_1016,2025-06-05,Southwest,69163,244,0.53,False,2022-03-26,2023-04-10,Lakeside Commerce Center,-789,False,136206.97,64017.28,0.8
PROP_1016,2025-06-06,Southwest,69163,76,0.16,True,2022-03-26,2023-04-10,Lakeside Commerce Center,-789,True,136206.97,114413.85,0.43
PROP_1016,2025-06-07,Southwest,69163,158,0.34,True,2022-03-26,2023-04-10,Lakeside Commerce Center,-789,True,136206.97,89896.6,0.24
PROP_1017,2025-06-01,West,92637,488,0.79,False,2019-06-01,2021-10-05,Northgate Exchange,-1341,False,182435.77,38311.51,0.65
PROP_1017,2025-06-02,West,92637,323,0.52,False,2019-06-01,2021-10-05,Northgate Exchange,-1341,False,182435.77,87569.17,0.84
PROP_1017,2025-06-03,West,92637,609,0.99,False,2019-06-01,2021-10-05,Northgate Exchange,-1341,False,182435.77,1824.36,0.69
PROP_1017,2025-06-04,West,92637,380,0.62,False,2019-06-01,2021-10-05,Northgate Exchange,-1341,False,182435.77,69325.59,0.79
PROP_1017,2025-06-05,West,92637,101,0.16,True,2019-06-01,2021-10-05,Northgate Exchange,-1341,True,182435.77,153246.05,0.49
PROP_1017,2025-06-06,West,92637,493,0.8,False,2019-06-01,2021-10-05,Northgate Exchange,-1341,False,182435.77,36487.15,0.51
PROP_1017,2025-06-07,West,92637,613,0.99,False,2019-06-01,2021-10-05,Northgate Exchange,-1341,False,182435.77,1824.36,0.94
PROP_1018,2025-06-01,Northeast,61934,18,0.04,True,2022-07-17,2027-07-05,Bayview Business Park,758,False,121970.45,117091.63,0.52
PROP_1018,2025-06-02,Northeast,61934,81,0.2,True,2022-07-17,2027-07-05,Bayview Business Park,758,False,121970.45,97576.36,0.94
PROP_1018,2025-06-03,Northeast,61934,396,0.96,False,2022-07-17,2027-07-05,Bayview Business Park,758,False,121970.45,4878.82,0.75
PROP_1018,2025-06-04,Northeast,61934,278,0.67,False,2022-07-17,2027-07-05,Bayview Business Park,758,False,121970.45,40250.25,0.93
PROP_1018,2025-06-05,Northeast,61934,338,0.82,False,2022-07-17,2027-07-05,Bayview Business Park,758,False,121970.45,21954.68,0.55
PROP_1018,2025-06-06,Northeast,61934,364,0.88,False,2022-07-17,2027-07-05,Bayview Business Park,758,False,121970.45,14636.45,0.72
PROP_1018,2025-06-07,Northeast,61934,330,0.8,False,2022-07-17,2027-07-05,Bayview Business Park,758,False,121970.45,24394.09,0.58
PROP_1019,2025-06-01,Southwest,74895,128,0.26,True,2020-05-14,2024-06-18,Union Tech Park,-354,True,147495.35,109146.56,0.38
PROP_1019,2025-06-02,Southwest,74895,343,0.69,False,2020-05-14,2024-06-18,Union Tech Park,-354,False,147495.35,45723.56,0.78
PROP_1019,2025-06-03,Southwest,74895,309,0.62,False,2020-05-14,2024-06-18,Union Tech Park,-354,False,147495.35,56048.23,0.59
PROP_1019,2025-06-04,Southwest,74895,454,0.91,False,2020-05-14,2024-06-18,Union Tech Park,-354,False,147495.35,13274.58,0.76
PROP_1019,2025-06-05,Southwest,74895,88,0.18,True,2020-05-14,2024-06-18,Union Tech Park,-354,True,147495.35,120946.19,0.27
PROP_1019,2025-06-06,Southwest,74895,212,0.42,False,2020-05-14,2024-06-18,Union Tech Park,-354,False,147495.35,85547.3,0.65
PROP_1019,2025-06-07,Southwest,74895,142,0.28,True,2020-05-14,2024-06-18,Union Tech Park,-354,True,147495.35,106196.65,0.46
PROP_1020,2025-06-01,Southeast,42307,64,0.23,True,2021-02-15,2024-07-27,Bayview Plaza,-315,True,83317.79,64154.7,0.38
PROP_1020,2025-06-02,Southeast,42307,75,0.27,True,2021-02-15,2024-07-27,Bayview Plaza,-315,True,83317.79,60821.99,0.37
PROP_1020,2025-06-03,Southeast,42307,198,0.7,False,2021-02-15,2024-07-27,Bayview Plaza,-315,False,83317.79,24995.34,0.79
PROP_1020,2025-06-04,Southeast,42307,142,0.5,False,2021-02-15,2024-07-27,Bayview Plaza,-315,False,83317.79,41658.89,0.88
PROP_1020,2025-06-05,Southeast,42307,92,0.33,True,2021-02-15,2024-07-27,Bayview Plaza,-315,True,83317.79,55822.92,0.43
PROP_1020,2025-06-06,Southeast,42307,223,0.79,False,2021-02-15,2024-07-27,Bayview Plaza,-315,False,83317.79,17496.74,0.81
PROP_1020,2025-06-07,Southeast,42307,101,0.36,True,2021-02-15,2024-07-27,Bayview Plaza,-315,True,83317.79,53323.39,0.13
PROP_1021,2025-06-01,West,64098,266,0.62,False,2020-03-16,2022-01-20,Greenwood Lofts,-1234,False,126232.15,47968.22,0.83
PROP_1021,2025-06-02,West,64098,354,0.83,False,2020-03-16,2022-01-20,Greenwood Lofts,-1234,False,126232.15,21459.47,0.72
PROP_1021,2025-06-03,West,64098,109,0.26,True,2020-03-16,2022-01-20,Greenwood Lofts,-1234,True,126232.15,93411.79,0.39
PROP_1021,2025-06-04,West,64098,329,0.77,False,2020-03-16,2022-01-20,Greenwood Lofts,-1234,False,126232.15,29033.39,0.83
PROP_1021,2025-06-05,West,64098,264,0.62,False,2020-03-16,2022-01-20,Greenwood Lofts,-1234,False,126232.15,47968.22,0.78
PROP_1021,2025-06-06,West,64098,2,0.0,True,2020-03-16,2022-01-20,Greenwood Lofts,-1234,True,126232.15,126232.15,0.21
PROP_1021,2025-06-07,West,64098,84,0.2,True,2020-03-16,2022-01-20,Greenwood Lofts,-1234,True,126232.15,100985.72,0.21
PROP_1022,2025-06-01,Southwest,70921,281,0.6,False,2021-03-28,2024-04-04,Greenwood Exchange,-429,False,139669.11,55867.64,0.86
PROP_1022,2025-06-02,Southwest,70921,327,0.69,False,2021-03-28,2024-04-04,Greenwood Exchange,-429,False,139669.11,43297.42,0.62
PROP_1022,2025-06-03,Southwest,70921,303,0.64,False,2021-03-28,2024-04-04,Greenwood Exchange,-429,False,139669.11,50280.88,0.83
PROP_1022,2025-06-04,Southwest,70921,449,0.95,False,2021-03-28,2024-04-04,Greenwood Exchange,-429,False,139669.11,6983.46,0.67
PROP_1022,2025-06-05,Southwest,70921,453,0.96,False,2021-03-28,2024-04-04,Greenwood Exchange,-429,False,139669.11,5586.76,0.73
PROP_1022,2025-06-06,Southwest,70921,411,0.87,False,2021-03-28,2024-04-04,Greenwood Exchange,-429,False,139669.11,18156.98,0.53
PROP_1022,2025-06-07,Southwest,70921,116,0.25,True,2021-03-28,2024-04-04,Greenwood Exchange,-429,True,139669.11,104751.83,0.26
PROP_1023,2025-06-01,Northeast,15486,92,0.89,False,2020-03-25,2024-06-30,Union Tech Park,-342,False,30497.54,3354.73,0.93
PROP_1023,2025-06-02,Northeast,15486,25,0.24,True,2020-03-25,2024-06-30,Union Tech Park,-342,True,30497.54,23178.13,0.27
PROP_1023,2025-06-03,Northeast,15486,24,0.23,True,2020-03-25,2024-06-30,Union Tech Park,-342,True,30497.54,23483.11,0.24
PROP_1023,2025-06-04,Northeast,15486,11,0.11,True,2020-03-25,2024-06-30,Union Tech Park,-342,True,30497.54,27142.81,0.48
PROP_1023,2025-06-05,Northeast,15486,4,0.04,True,2020-03-25,2024-06-30,Union Tech Park,-342,True,30497.54,29277.64,0.17
PROP_1023,2025-06-06,Northeast,15486,97,0.94,False,2020-03-25,2024-06-30,Union Tech Park,-342,False,30497.54,1829.85,0.78
PROP_1023,2025-06-07,Northeast,15486,47,0.46,False,2020-03-25,2024-06-30,Union Tech Park,-342,False,30497.54,16468.67,0.76
PROP_1024,2025-06-01,Northeast,18335,36,0.3,True,2018-08-16,2021-02-11,Northgate Commons,-1577,True,36108.25,25275.78,0.13
PROP_1024,2025-06-02,Northeast,18335,78,0.64,False,2018-08-16,2021-02-11,Northgate Commons,-1577,False,36108.25,12998.97,0.78
PROP_1024,2025-06-03,Northeast,18335,43,0.35,True,2018-08-16,2021-02-11,Northgate Commons,-1577,True,36108.25,23470.36,0.27
PROP_1024,2025-06-04,Northeast,18335,99,0.81,False,2018-08-16,2021-02-11,Northgate Commons,-1577,False,36108.25,6860.57,0.95
PROP_1024,2025-06-05,Northeast,18335,14,0.11,True,2018-08-16,2021-02-11,Northgate Commons,-1577,True,36108.25,32136.34,0.39
PROP_1024,2025-06-06,Northeast,18335,42,0.34,True,2018-08-16,2021-02-11,Northgate Commons,-1577,True,36108.25,23831.44,0.34
PROP_1024,2025-06-07,Northeast,18335,47,0.39,True,2018-08-16,2021-02-11,Northgate Commons,-1577,True,36108.25,22026.03,0.48
PROP_1025,2025-06-01,Midwest,96900,342,0.53,False,2018-08-04,2020-09-20,Westfield Tower,-1721,False,190831.16,89690.65,0.7
PROP_1025,2025-06-02,Midwest,96900,325,0.5,False,2018-08-04,2020-09-20,Westfield Tower,-1721,False,190831.16,95415.58,0.56
PROP_1025,2025-06-03,Midwest,96900,497,0.77,False,2018-08-04,2020-09-20,Westfield Tower,-1721,False,190831.16,43891.17,0.68
PROP_1025,2025-06-04,Midwest,96900,363,0.56,False,2018-08-04,2020-09-20,Westfield Tower,-1721,False,190831.16,83965.71,0.66
PROP_1025,2025-06-05,Midwest,96900,426,0.66,False,2018-08-04,2020-09-20,Westfield Tower,-1721,False,190831.16,64882.59,0.64
PROP_1025,2025-06-06,Midwest,96900,20,0.03,True,2018-08-04,2020-09-20,Westfield Tower,-1721,True,190831.16,185106.23,0.32
PROP_1025,2025-06-07,Midwest,96900,406,0.63,False,2018-08-04,2020-09-20,Westfield Tower,-1721,False,190831.16,70607.53,0.82
PROP_1026,2025-06-01,Midwest,99112,618,0.94,False,2020-08-05,2022-04-12,Brookstone Plaza,-1152,False,195187.39,11711.24,0.77
PROP_1026,2025-06-02,Midwest,99112,335,0.51,False,2020-08-05,2022-04-12,Brookstone Plaza,-1152,False,195187.39,95641.82,0.92
PROP_1026,2025-06-03,Midwest,99112,116,0.18,True,2020-08-05,2022-04-12,Brookstone Plaza,-1152,True,195187.39,160053.66,0.48
PROP_1026,2025-06-04,Midwest,99112,123,0.19,True,2020-08-05,2022-04-12,Brookstone Plaza,-1152,True,195187.39,158101.79,0.16
PROP_1026,2025-06-05,Midwest,99112,398,0.6,False,2020-08-05,2022-04-12,Brookstone Plaza,-1152,False,195187.39,78074.96,0.8
PROP_1026,2025-06-06,Midwest,99112,50,0.08,True,2020-08-05,2022-04-12,Brookstone Plaza,-1152,True,195187.39,179572.4,0.29
PROP_1026,2025-06-07,Midwest,99112,323,0.49,False,2020-08-05,2022-04-12,Brookstone Plaza,-1152,False,195187.39,99545.57,0.64
PROP_1027,2025-06-01,Southeast,21130,20,0.14,True,2022-09-16,2025-10-13,Summit Tech Park,128,False,41612.62,35786.85,0.6
PROP_1027,2025-06-02,Southeast,21130,140,1.0,False,2022-09-16,2025-10-13,Summit Tech Park,128,False,41612.62,0.0,0.53
PROP_1027,2025-06-03,Southeast,21130,18,0.13,True,2022-09-16,2025-10-13,Summit Tech Park,128,False,41612.62,36202.98,0.87
